	time	mq4_volt
0	0.0003349781036376953	2.958984375
1	0.007952213287353516	2.9638671875
2	0.010174989700317383	2.958984375
3	2.1899261474609375	2.9638671875
4	4.444242000579834	2.958984375
5	6.698608160018921	2.9638671875
6	8.952836990356445	2.978515625
7	11.207181215286255	2.96875
8	13.461430072784424	2.96875
9	15.715811014175415	2.96875
10	17.97019100189209	2.9736328125
11	20.224370002746582	2.9736328125
12	22.478732109069824	2.9736328125
13	24.733022212982178	2.9736328125
14	26.987369060516357	2.9736328125
15	29.241509199142456	2.9638671875
16	31.4959499835968	2.9736328125
17	33.75014519691467	2.9736328125
18	36.004611015319824	2.96875
19	38.2589111328125	2.96875
20	40.513002157211304	2.9638671875
21	42.768426179885864	2.96875
22	45.02164816856384	2.96875
23	47.27599501609802	2.9736328125
24	49.53033709526062	2.9736328125
25	51.78459715843201	2.96875
26	54.03898215293884	2.998046875
27	56.29321813583374	2.9833984375
28	58.5475640296936	2.978515625
29	60.80189800262451	2.978515625
30	63.05610203742981	2.9736328125
31	65.31030607223511	2.9736328125
32	67.56478309631348	2.9736328125
33	69.81913018226624	2.9736328125
34	72.07330703735352	2.9736328125
35	74.32758212089539	2.9736328125
36	76.58188319206238	2.9736328125
37	78.83633208274841	2.96875
38	81.09054112434387	2.96875
39	83.34485507011414	3.0029296875
40	85.59919714927673	2.9736328125
41	87.85354804992676	2.96875
42	90.1077229976654	2.9638671875
43	92.36210703849792	2.96875
44	94.61628317832947	2.9736328125
45	96.8706750869751	2.9638671875
46	99.1249270439148	2.9736328125
47	101.37913107872009	2.9736328125
48	103.6336259841919	2.978515625
49	105.88777899742126	2.9736328125
50	108.14215612411499	2.94921875
51	110.39647817611694	2.978515625
52	112.6508400440216	2.96875
53	114.90508818626404	2.9638671875
54	117.15941405296326	2.9833984375
55	119.41368818283081	2.96875
56	121.66783499717712	2.9443359375
57	123.92224502563477	2.9443359375
58	126.17658710479736	2.9443359375
59	128.4308590888977	2.9443359375
60	130.68516206741333	2.958984375
61	132.9394760131836	2.9248046875
62	135.1975131034851	2.9443359375
63	137.4481360912323	2.9443359375
64	139.70236015319824	2.939453125
65	141.9566559791565	2.9443359375
66	144.210853099823	2.9443359375
67	146.4653651714325	2.9345703125
68	148.7195770740509	2.9296875
69	150.97386813163757	2.939453125
70	153.22822904586792	2.9345703125
71	155.4824230670929	2.9345703125
72	157.73678708076477	2.9345703125
73	159.99112200737	2.939453125
74	162.24542999267578	2.9345703125
75	164.4995801448822	2.9296875
76	166.75402808189392	2.9345703125
77	169.00831413269043	2.939453125
78	171.26267313957214	2.9345703125
79	173.51685619354248	2.9248046875
80	175.7712960243225	2.9345703125
81	178.02554607391357	2.939453125
82	180.279865026474	2.939453125
83	182.53409719467163	2.9296875
84	184.78840708732605	2.9248046875
85	187.04273200035095	2.919921875
86	189.29697108268738	2.9248046875
87	191.55133199691772	2.9296875
