	time	mq4_volt
0	0.02798604965209961	2.2216796875
1	0.26747608184814453	2.20703125
2	0.3998069763183594	2.216796875
3	0.5500960350036621	2.216796875
4	0.6836199760437012	2.2216796875
5	0.8392510414123535	2.20703125
6	0.9732770919799805	2.2216796875
7	1.1064200401306152	2.2119140625
8	1.2505860328674316	2.2119140625
9	1.4010729789733887	2.2119140625
10	1.533778190612793	2.20703125
11	1.6618270874023438	2.20703125
12	1.7906041145324707	2.216796875
13	1.9212520122528076	2.20703125
14	2.0570871829986572	2.20703125
15	2.1999990940093994	2.197265625
16	2.3801841735839844	2.20703125
17	2.5137040615081787	2.20703125
18	2.647348165512085	2.20703125
19	2.783186197280884	2.2119140625
20	2.903804063796997	2.2021484375
21	3.025740146636963	2.197265625
22	3.154726028442383	2.197265625
23	3.2837250232696533	2.2021484375
24	3.408980131149292	2.2265625
25	3.5443060398101807	2.20703125
26	3.6795971393585205	2.20703125
27	3.8110179901123047	2.216796875
28	3.9452600479125977	2.2021484375
29	4.1338770389556885	2.20703125
30	4.2570960521698	2.216796875
31	4.387259006500244	2.2021484375
32	4.514441013336182	2.2119140625
33	4.6573731899261475	2.2021484375
34	4.783872127532959	2.20703125
35	4.927415132522583	2.2216796875
36	5.057263135910034	2.2119140625
37	5.203221082687378	2.20703125
38	5.340079069137573	2.197265625
39	5.487744092941284	2.2119140625
40	5.645975112915039	2.20703125
41	5.776978015899658	2.2216796875
42	5.972163200378418	2.2119140625
43	6.124691009521484	2.2119140625
44	6.261615037918091	2.2216796875
45	6.410711050033569	2.2021484375
46	6.553786039352417	2.197265625
47	6.691699028015137	2.20703125
48	6.824714183807373	2.20703125
49	6.96426796913147	2.2119140625
50	7.100383043289185	2.20703125
51	7.226716995239258	2.20703125
52	7.355803966522217	2.20703125
53	7.480340003967285	2.2216796875
54	7.615527153015137	2.216796875
55	7.806687116622925	2.20703125
56	7.9416680335998535	2.2119140625
57	8.071415185928345	2.20703125
58	8.198471069335938	2.20703125
59	8.322901964187622	2.2119140625
60	8.459110975265503	2.216796875
61	8.589708089828491	2.2021484375
62	8.732529163360596	2.197265625
63	8.86142611503601	2.20703125
64	9.003237962722778	2.1923828125
65	9.15611219406128	2.2021484375
66	9.29311203956604	2.2021484375
67	9.435549974441528	2.20703125
68	9.624987125396729	2.20703125
69	9.772922039031982	2.2021484375
70	9.899096012115479	2.197265625
71	10.030980110168457	2.216796875
72	10.159419059753418	2.197265625
73	10.297665119171143	2.2021484375
74	10.42680311203003	2.2021484375
75	10.582628965377808	2.20703125
76	10.718568086624146	2.20703125
77	10.868802070617676	2.20703125
78	10.996479034423828	2.20703125
79	11.134586095809937	2.20703125
80	11.282275199890137	2.197265625
81	11.475486993789673	2.2021484375
82	11.613957166671753	2.216796875
83	11.765509128570557	2.197265625
84	11.916668176651001	2.2021484375
85	12.061949968338013	2.197265625
86	12.199985980987549	2.20703125
87	12.34837007522583	2.2119140625
88	12.489519119262695	2.197265625
89	12.65762710571289	2.2021484375
90	12.802016019821167	2.2021484375
91	12.933829069137573	2.20703125
92	13.056840181350708	2.2021484375
93	13.23255205154419	2.2021484375
94	13.353249073028564	2.2216796875
95	13.48393702507019	2.197265625
96	13.613579034805298	2.2021484375
97	13.735720157623291	2.20703125
98	13.86322808265686	2.20703125
99	13.989561080932617	2.197265625
100	14.110337018966675	2.236328125
101	14.245211124420166	2.2216796875
102	14.372668981552124	2.2119140625
103	14.508141994476318	2.197265625
104	14.65436601638794	2.20703125
105	14.79124903678894	2.2021484375
106	14.990028142929077	2.20703125
107	15.117693185806274	2.2265625
108	15.246178150177002	2.20703125
109	15.38850998878479	2.2021484375
110	15.533428192138672	2.2021484375
111	15.66535210609436	2.2021484375
112	15.817636013031006	2.20703125
113	15.960041046142578	2.197265625
114	16.096700191497803	2.20703125
115	16.244171142578125	2.20703125
116	16.383073091506958	2.2119140625
117	16.519999980926514	2.1923828125
118	16.654574155807495	2.2021484375
119	16.79035496711731	2.2119140625
120	17.001573085784912	2.2119140625
121	17.126686096191406	2.20703125
122	17.262387990951538	2.197265625
123	17.407385110855103	2.2021484375
124	17.544308185577393	2.20703125
125	17.685057163238525	2.20703125
126	17.836023092269897	2.1923828125
127	17.97976016998291	2.2021484375
128	18.123363971710205	2.2021484375
129	18.250949144363403	2.2021484375
130	18.380680084228516	2.20703125
131	18.508872032165527	2.20703125
132	18.6480450630188	2.2021484375
133	18.85690999031067	2.216796875
134	19.000209093093872	2.2021484375
135	19.139096975326538	2.2021484375
136	19.28296709060669	2.2021484375
137	19.411614179611206	2.2021484375
138	19.550992012023926	2.20703125
139	19.680476188659668	2.20703125
140	19.811784982681274	2.2265625
141	19.953598976135254	2.2119140625
142	20.0969820022583	2.197265625
143	20.237749099731445	2.197265625
144	20.378782033920288	2.2021484375
145	20.534630060195923	2.20703125
146	20.735292196273804	2.2021484375
147	20.88451099395752	2.197265625
148	21.026174068450928	2.20703125
149	21.17412304878235	2.20703125
150	21.31438708305359	2.197265625
151	21.455594062805176	2.2021484375
152	21.6014461517334	2.2021484375
153	21.757074117660522	2.20703125
154	21.89325499534607	2.20703125
155	22.036673069000244	2.2021484375
156	22.17050313949585	2.2021484375
157	22.308436155319214	2.20703125
158	22.512734174728394	2.2021484375
159	22.65822696685791	2.2021484375
160	22.818669080734253	2.2021484375
161	22.97080707550049	2.2119140625
162	23.0976619720459	2.20703125
163	23.250035047531128	2.20703125
164	23.407328128814697	2.20703125
165	23.55397915840149	2.20703125
166	23.688968181610107	2.2021484375
167	23.842121124267578	2.2119140625
168	23.980277061462402	2.197265625
169	24.117748975753784	2.1923828125
170	24.26560401916504	2.20703125
171	24.469977140426636	2.20703125
172	24.607300996780396	2.2021484375
173	24.744474172592163	2.2021484375
174	24.887498140335083	2.2216796875
175	25.030652046203613	2.2021484375
176	25.175875186920166	2.2021484375
177	25.329681158065796	2.2265625
178	25.463091135025024	2.2119140625
179	25.610910177230835	2.20703125
180	25.739448070526123	2.2119140625
181	25.88491916656494	2.2021484375
182	26.029431104660034	2.2021484375
183	26.219901084899902	2.20703125
184	26.3505380153656	2.197265625
185	26.487653970718384	2.2119140625
186	26.617752075195312	2.20703125
187	26.76466202735901	2.2021484375
188	26.906486988067627	2.2119140625
189	27.040773153305054	2.20703125
190	27.21126699447632	2.2021484375
191	27.35938811302185	2.2021484375
192	27.493389129638672	2.2119140625
193	27.63601016998291	2.2119140625
194	27.776391983032227	2.20703125
195	27.914672136306763	2.20703125
196	28.102389097213745	2.1875
197	28.249864101409912	2.20703125
198	28.39321517944336	2.2119140625
199	28.541869163513184	2.2021484375
200	28.69717502593994	2.1875
201	28.838510990142822	2.2021484375
202	28.978167057037354	2.197265625
203	29.126821041107178	2.2119140625
204	29.274075984954834	2.216796875
